DOMAIN	TOTAL	Acas	Afum	Agos	Aloc	Amac	Amoe	Bden	Ccin	Cint	Cmer	CneoA	Cowc	Crei	Crev	Ddis	Dmel	Ebie	Ecun	Eint	Gpro	Hmag	Hpol	Mbre	Mcir	Mver	Ncer	Ncra	NparERTm1	Pbla	PirE2	Pult	Rall	Rory	Scer	Spom	Spun	Sros	Sros50818	Sscl	Tgon	Tpse	Ttra	Umay	Vcul	Wseb	Ylip
7tm_7	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eRF1_2	75	2	2	2	1	0	4	2	2	2	2	2	0	2	1	2	2	1	1	1	3	2	0	2	0	4	1	2	1	4	0	2	2	3	2	2	0	1	0	2	2	2	1	2	1	2	1
Pentapeptide_4	75	6	0	0	0	0	0	0	0	10	4	0	0	5	0	11	3	0	0	0	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
AIRS	75	2	2	2	0	1	3	2	2	3	3	2	3	2	1	3	5	0	0	0	3	3	2	2	0	2	0	2	0	2	0	3	0	2	2	2	1	0	0	2	1	3	1	2	0	2	2
Ribosomal_L28e	75	1	2	1	1	0	2	2	2	1	1	2	1	1	1	2	2	1	1	1	2	4	2	2	2	3	1	2	1	3	0	2	2	5	1	2	0	1	1	2	2	2	1	2	1	2	2
PBP	75	3	7	2	0	0	4	1	6	4	0	2	0	0	1	2	9	0	0	0	2	1	0	1	0	3	0	3	0	2	0	1	0	4	3	1	1	0	0	4	2	0	0	2	0	2	2
Flocculin	75	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
Phosducin	75	0	2	2	0	0	4	2	3	5	0	2	2	2	0	3	3	1	0	0	2	4	2	2	1	2	1	2	0	3	0	3	3	2	1	1	1	1	0	2	2	2	0	2	0	3	2
YEATS	74	5	2	3	0	1	3	2	1	3	1	1	0	2	1	2	4	1	1	1	2	3	1	1	0	4	1	2	1	3	0	1	2	2	3	2	2	1	0	2	1	1	0	1	1	1	2
DUF3808	74	1	1	0	0	0	3	3	2	2	0	2	0	1	0	2	0	0	0	0	2	4	2	1	0	4	0	1	0	11	1	0	2	15	3	2	2	0	0	1	1	0	0	2	0	1	2
ERCC4	74	3	2	3	1	0	2	3	0	3	1	2	0	0	0	1	3	9	1	1	1	3	2	3	0	2	1	3	1	3	0	1	1	1	1	3	2	1	0	3	1	0	0	3	1	0	2
DUF814	74	1	2	2	0	1	2	2	1	2	4	1	0	3	0	2	2	11	1	1	2	2	0	2	0	2	1	2	1	2	0	2	2	2	2	1	0	0	0	1	3	4	0	1	1	1	2
VTC	74	0	2	2	0	0	0	1	1	0	0	1	0	3	0	0	0	1	1	1	2	0	1	0	2	8	1	2	1	9	0	0	1	17	3	2	0	1	0	2	2	1	0	1	1	1	3
Alg6_Alg8	74	2	3	2	0	1	0	2	2	2	3	0	2	4	1	3	2	0	0	0	3	1	4	0	0	3	0	3	0	2	0	2	4	2	2	2	1	0	0	2	5	2	0	4	0	0	3
Peptidase_S28	74	7	4	0	0	0	2	0	5	4	0	1	1	2	1	8	6	0	0	0	0	4	0	5	1	3	0	3	0	1	0	6	0	1	0	0	0	0	0	4	1	2	1	1	0	0	0
CLU	74	35	1	1	0	1	2	2	0	2	0	1	0	0	0	13	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1
Rotamase_3	74	2	2	1	2	1	2	2	2	2	6	1	1	2	0	2	3	0	1	1	2	3	1	3	0	2	1	2	0	2	0	5	2	1	1	1	0	0	1	1	2	6	1	1	0	2	1
Ssl1	74	2	2	2	1	0	5	2	2	2	1	2	2	2	1	2	1	3	1	1	2	4	2	1	0	2	1	2	1	2	0	2	1	2	2	2	0	1	1	2	1	2	0	2	1	2	2
CotH	74	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	9	18	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta_helix	74	11	2	0	1	0	0	0	0	6	0	3	0	17	0	4	5	0	0	0	0	7	0	11	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0
THF_DHG_CYH	74	1	2	3	0	1	4	1	2	2	1	2	0	3	1	3	2	0	0	0	2	3	1	2	1	3	0	3	0	3	0	5	1	5	3	3	1	0	0	2	0	2	0	2	0	1	3
Rotamase	74	2	2	1	2	1	2	2	2	2	6	1	1	2	0	2	3	0	1	1	2	3	1	3	0	2	1	2	0	2	0	5	2	1	1	1	0	0	1	1	2	6	1	1	0	2	1
Gal_mutarotas_2	74	2	4	1	0	0	4	2	3	4	1	3	1	2	0	2	1	0	0	0	3	4	2	2	0	2	0	3	0	2	1	4	2	2	1	1	3	0	1	3	1	1	0	2	0	3	1
Skp1	74	4	1	1	0	0	4	2	3	1	1	1	0	1	0	4	8	1	1	1	3	2	2	2	0	3	1	2	1	2	0	3	1	2	1	1	0	1	0	1	1	4	1	1	3	1	1
Trefoil	74	1	0	0	0	0	2	0	0	21	28	0	0	0	0	0	0	0	0	0	2	5	0	8	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AlaDh_PNT_C	73	2	2	1	0	0	3	2	5	4	0	2	0	4	0	2	1	0	0	0	4	3	2	3	3	3	0	2	0	2	0	1	1	2	1	1	1	0	2	3	5	3	0	1	0	1	1
Ribosomal_L5_C	73	1	2	2	1	1	2	2	2	1	2	2	0	1	1	1	1	1	1	1	2	1	1	1	0	4	1	2	1	5	1	1	1	7	3	3	1	2	0	2	1	1	0	2	1	2	2
Ribosomal_S17	73	2	1	2	0	0	4	2	2	1	3	2	1	3	2	2	1	1	1	1	2	3	1	1	1	3	1	2	1	2	0	2	1	3	3	3	0	0	0	2	2	2	0	2	1	2	2
GAF_2	73	5	3	1	0	0	1	3	1	3	0	2	0	0	0	1	2	0	0	0	1	0	7	1	2	2	0	2	0	3	0	10	3	6	1	1	3	1	0	2	2	3	0	0	0	0	1
Chitin_synth_1N	73	0	4	2	0	1	4	3	5	0	0	4	0	0	1	0	0	0	0	0	4	0	3	0	1	8	0	3	0	7	0	1	0	5	2	2	0	0	0	3	0	0	0	4	0	3	3
RecA	73	2	2	2	2	0	4	3	2	0	3	2	1	4	0	5	1	1	1	1	1	3	2	0	0	2	2	2	1	0	0	2	2	4	2	2	0	0	0	3	2	1	1	1	2	0	2
ERGIC_N	73	4	2	2	0	0	3	2	2	1	1	2	1	3	0	2	2	0	0	0	3	2	2	2	0	2	0	2	0	3	0	5	2	3	2	2	1	1	0	2	0	6	0	2	0	2	2
KA1	73	1	1	1	0	2	8	7	1	2	0	1	0	1	0	4	1	0	0	0	3	3	5	3	1	2	0	1	0	3	0	1	5	4	2	1	3	1	0	1	0	1	0	1	0	1	1
Glucosamine_iso	73	2	3	2	1	0	2	1	2	2	1	3	0	2	0	3	2	0	1	1	0	2	1	2	3	2	1	2	1	4	0	2	1	4	4	1	1	0	0	2	1	2	1	2	1	2	3
NOP5NT	73	2	2	2	0	0	4	2	2	1	2	2	0	2	1	2	2	0	1	1	2	2	1	2	1	4	0	2	1	4	0	2	2	4	2	2	1	0	0	2	2	2	1	2	0	2	2
PRELI	73	1	2	2	0	1	6	2	2	4	0	2	1	0	2	2	3	0	0	0	2	3	1	2	1	3	0	2	0	3	0	2	2	3	3	2	1	2	1	2	1	0	0	3	0	2	2
Tctex-1	73	1	1	1	0	0	1	3	0	7	0	1	1	4	2	1	5	0	0	0	3	12	2	2	0	2	0	1	0	0	1	6	3	1	1	1	1	0	1	1	3	1	1	0	0	1	1
Afi1	73	3	1	3	0	0	1	3	2	2	1	4	1	1	1	3	2	0	0	0	1	2	0	2	1	3	0	3	0	3	0	2	3	3	3	3	0	2	1	3	0	0	0	4	0	3	3
FG-GAP	73	6	0	0	0	0	0	1	0	14	0	0	1	0	0	2	8	0	0	0	0	8	3	19	1	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0
MGS	73	1	2	2	0	1	4	3	2	1	3	3	0	2	1	2	2	0	0	0	2	2	2	3	0	4	0	2	0	4	0	3	0	3	4	2	0	0	1	2	1	3	0	2	0	2	2
Rad9	73	2	2	1	1	2	4	1	1	2	0	2	0	2	1	1	3	1	1	1	2	2	2	2	0	2	1	2	1	2	0	2	2	2	1	2	3	1	1	3	3	1	1	2	1	2	2
zf-GRF	73	1	1	1	2	0	0	3	2	3	2	4	1	5	0	0	2	2	2	2	4	4	0	1	1	3	1	2	2	1	0	3	3	1	1	0	2	0	0	2	0	2	1	2	2	1	1
PAS_4	73	8	2	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	5	0	26	1	6	0	0	1	2	0	4	0	4	0	4	0	0	0
Methyltransf_8	73	1	1	1	2	0	3	2	1	4	2	2	1	1	0	3	2	2	1	1	5	1	1	1	3	1	1	1	1	3	0	2	1	8	1	3	0	0	0	1	1	2	0	2	2	1	1
Lectin_leg-like	73	3	2	2	0	1	3	2	1	1	0	1	1	0	0	3	2	3	1	1	2	3	1	2	1	4	0	2	1	4	0	3	3	3	4	2	0	1	1	2	2	0	0	1	1	1	2
DUF572	73	4	2	1	1	0	4	2	2	1	1	3	0	2	2	2	2	0	1	1	2	2	3	2	0	2	1	2	0	2	0	2	2	3	1	2	1	1	0	2	2	2	1	2	1	2	2
Asp_protease	73	1	1	1	0	0	7	1	1	6	1	2	0	1	0	7	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	2	29	1	1	0	0	0	1	1	0	0	1	0	0	1
Glyco_tran_28_C	73	2	2	1	0	0	1	1	1	1	2	1	0	4	1	4	16	0	0	0	1	1	0	2	1	1	0	3	1	1	0	2	2	8	1	1	0	0	0	1	1	5	1	1	0	1	1
tRNA-synt_1_2	72	2	2	2	0	0	3	1	1	3	2	1	0	2	2	3	2	1	1	1	1	1	2	3	0	3	0	2	1	3	1	2	1	3	2	2	1	0	0	2	2	3	2	1	1	1	3
Catalase	72	3	4	1	1	0	0	2	4	4	1	5	2	1	0	2	2	0	0	0	1	2	0	1	1	3	0	3	0	2	0	6	0	4	2	1	1	0	0	8	1	0	0	0	0	1	3
Nucleotid_trans	72	4	0	0	0	0	4	2	0	0	3	0	0	31	0	1	0	0	0	0	3	1	2	5	2	0	0	1	0	1	0	1	0	2	0	0	2	0	0	0	0	6	1	0	0	0	0
ACT_7	72	2	2	1	0	2	0	1	4	0	3	1	0	2	1	0	0	0	0	0	4	2	2	1	5	10	0	2	0	5	0	3	0	6	1	1	0	0	1	2	0	1	0	2	0	1	4
DDHD	72	0	3	2	0	1	4	3	0	3	2	1	1	0	0	6	2	0	0	0	2	4	2	2	0	3	0	2	0	4	1	3	5	3	2	2	1	0	0	2	1	1	0	2	0	0	2
Evr1_Alr	72	1	2	2	0	1	0	2	2	1	1	2	0	3	1	3	5	0	1	1	2	1	1	3	0	2	1	2	2	3	0	3	2	1	2	2	1	0	0	2	2	5	0	2	1	2	2
RPE65	72	6	4	0	0	1	3	0	0	3	1	0	0	16	1	0	1	0	0	0	6	2	0	0	0	6	0	2	0	5	0	0	1	4	0	0	0	0	0	2	0	5	0	2	0	0	1
Macro	72	8	2	0	0	0	1	1	1	15	1	1	3	3	0	3	4	0	0	0	1	4	0	1	0	1	0	2	0	1	0	6	0	1	1	0	0	0	1	2	3	1	1	1	0	1	1
Ribosomal_L2	72	0	2	2	0	1	4	2	2	3	3	2	0	1	0	2	2	0	1	0	2	3	2	1	1	3	0	2	1	4	0	1	1	5	3	4	0	0	0	2	2	1	0	2	1	2	2
Ribosomal_S19	72	1	1	2	2	0	3	2	2	1	2	2	1	2	0	2	1	3	1	1	2	1	2	1	1	3	1	2	1	4	0	1	1	5	2	3	0	1	1	2	1	1	0	2	1	2	2
Alk_phosphatase	72	2	2	1	0	0	3	3	1	6	0	0	0	0	0	1	13	0	0	0	2	6	1	0	1	5	0	2	0	3	0	2	3	5	1	1	0	1	0	1	0	2	0	2	0	1	1
Ribosomal_S4	72	0	1	2	1	1	3	2	2	1	2	2	0	2	0	1	2	0	2	1	2	5	0	1	0	3	1	2	0	3	0	2	2	5	3	3	2	0	1	2	2	2	0	2	0	2	2
Transketolase_N	72	0	2	1	1	2	2	1	2	1	3	5	0	2	0	2	3	0	1	1	2	6	1	2	1	2	1	1	1	2	1	1	2	4	2	1	0	0	0	1	2	2	1	1	1	2	3
ELFV_dehydrog	71	0	2	1	0	1	4	2	2	2	2	2	0	2	1	2	2	0	0	0	2	1	2	2	0	4	0	2	0	3	0	3	3	3	3	2	0	1	0	2	2	5	0	2	0	2	2
Glyoxalase_4	71	3	4	1	0	0	4	1	1	3	5	1	0	2	2	2	3	0	0	0	4	1	3	3	0	3	0	3	0	1	0	1	2	2	1	1	0	0	1	2	2	3	1	1	0	1	3
MoCF_biosynth	71	2	4	1	0	0	3	2	3	2	2	1	2	4	1	2	2	0	0	0	4	2	2	2	0	2	0	4	0	4	0	4	0	3	1	0	0	0	0	3	2	3	0	3	0	0	1
SpoIIE	71	3	1	1	0	1	0	1	2	1	1	2	0	10	1	1	3	0	0	0	2	1	2	1	0	3	0	1	0	4	1	6	1	6	1	1	0	0	0	1	3	4	1	1	0	1	2
Glyco_transf_4	71	1	3	2	0	0	4	2	2	2	3	1	0	3	0	1	2	0	1	1	1	2	2	3	1	2	1	2	1	3	1	1	2	2	2	2	0	1	0	2	2	2	1	2	0	2	3
ETF	71	1	2	2	0	0	4	2	2	2	2	2	1	3	1	2	2	0	0	0	2	3	1	3	1	3	0	2	0	2	0	2	2	4	2	2	0	1	1	2	2	2	0	2	0	2	2
Smr	71	3	3	2	0	0	0	3	3	0	3	2	1	4	0	4	1	0	0	0	0	0	2	1	0	3	0	3	0	2	0	2	1	4	2	2	1	0	0	3	0	7	0	3	0	3	3
FAD_binding_7	71	1	1	0	1	1	4	0	1	0	11	0	1	7	0	0	4	0	0	0	3	1	0	3	0	2	1	2	0	1	0	3	2	1	1	0	0	0	0	2	1	8	1	4	1	2	0
Fringe	71	0	5	0	0	2	5	2	0	12	2	0	0	0	0	0	14	0	0	0	1	8	0	6	0	0	0	3	0	0	0	2	1	0	0	0	0	0	1	2	1	0	0	1	0	2	1
TruB_N	71	3	2	2	1	0	4	1	2	2	2	2	0	3	0	1	2	1	2	2	2	1	1	2	0	3	1	2	1	2	0	2	1	3	2	2	1	0	0	2	2	2	0	2	1	2	2
B56	71	1	1	2	1	0	2	1	2	5	6	1	0	1	1	1	3	0	1	1	1	4	2	2	1	1	1	1	1	2	0	5	1	5	2	2	0	0	2	1	1	1	1	1	1	1	1
Helitron_like_N	71	0	0	0	0	0	0	0	15	0	0	2	0	5	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	22	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0
TGT	71	5	3	0	1	0	2	2	3	1	3	0	0	2	2	3	2	1	2	1	0	3	2	1	2	3	1	2	0	2	0	2	2	2	0	2	0	1	0	2	3	4	1	0	1	0	2
Glyco_hydro_20	71	4	2	0	0	0	2	1	2	4	0	1	0	2	0	5	4	0	0	0	2	9	1	10	1	5	0	1	0	4	0	0	0	4	0	0	1	0	1	1	0	0	1	2	0	1	0
Linker_histone	71	3	1	1	0	0	2	1	3	2	1	2	1	3	0	1	24	0	0	0	2	3	0	0	0	4	0	2	0	0	0	2	0	3	2	0	0	0	1	1	0	3	0	1	0	1	1
Fcf1	71	2	1	2	1	2	0	2	2	2	1	2	0	3	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	1	2	2	0	0	1	2	2	2	0	2	1	2	2
DUF1126	71	0	0	0	0	3	0	6	0	3	0	0	0	6	0	0	6	0	0	0	4	6	6	5	0	0	0	0	0	0	0	9	6	0	0	0	0	0	3	0	5	3	0	0	0	0	0
His_biosynth	71	2	2	2	0	0	0	3	2	2	3	3	1	4	0	1	0	0	0	0	2	0	2	2	0	3	0	3	0	2	1	4	0	4	2	2	0	2	0	2	0	2	2	4	0	4	3
RNA_pol_Rpb4	71	1	1	2	2	0	3	2	2	2	1	2	1	2	1	2	1	1	2	2	2	3	2	0	0	2	1	2	2	2	0	2	2	2	2	2	1	0	0	2	2	2	0	2	2	2	2
Methyltransf_24	71	6	3	0	0	0	0	0	2	5	1	2	0	8	0	3	1	0	0	0	6	2	0	2	0	1	0	2	0	1	0	5	0	4	0	3	0	0	1	2	0	5	0	2	0	3	1
Ribosomal_S13	71	1	2	2	0	2	5	1	2	0	2	2	0	3	0	2	1	4	1	1	2	1	1	1	1	3	1	2	1	2	0	1	1	5	3	3	0	1	0	2	1	1	0	2	1	2	2
ASC	71	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	33	0	0	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sod_Fe_N	71	2	2	1	0	0	2	3	2	1	3	1	1	5	2	2	1	1	1	1	2	1	1	1	0	2	1	2	1	1	0	4	2	2	1	2	0	1	0	1	3	4	1	2	1	2	2
DUF1900	71	4	1	1	0	2	6	8	1	3	0	3	0	0	0	4	3	0	0	0	3	3	3	1	0	3	0	1	0	3	0	3	1	4	1	1	1	1	1	1	1	1	0	1	0	0	1
Antistasin	70	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	57	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp_dh_N	70	1	3	1	0	0	2	1	2	0	3	2	1	3	0	1	3	1	1	1	3	2	1	1	1	2	1	1	1	3	0	3	1	4	3	2	2	0	0	1	2	5	0	2	1	1	1
GCR1_C	70	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	13	0	0	1	38	5	0	0	0	0	0	0	0	0	0	0	0	0
LETM1	70	6	1	2	0	0	2	2	3	1	4	1	0	2	0	2	2	0	0	0	2	3	1	1	1	4	0	2	0	3	0	2	1	3	2	1	2	0	0	2	1	2	0	3	0	3	3
CDC48_N	70	1	2	3	1	0	4	1	1	3	2	2	0	1	1	1	3	0	1	1	2	2	2	1	1	4	1	3	0	3	0	1	2	3	2	2	0	1	0	2	3	3	0	1	0	1	2
CBM_20	70	3	4	0	0	0	0	0	3	0	9	0	0	24	0	8	5	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
Ribosomal_S11	70	0	2	2	0	0	4	2	2	1	3	1	1	2	1	1	3	0	1	1	2	3	1	2	0	3	1	2	1	3	0	1	2	3	3	3	1	0	1	2	2	1	0	2	1	2	1
Thr_dehydrat_C	70	0	2	2	0	2	8	4	2	0	4	2	0	2	0	0	0	0	0	0	4	0	4	0	0	2	0	4	0	2	2	4	2	2	2	2	0	2	0	2	0	2	0	2	0	2	2
SPA	70	3	2	2	0	0	1	2	4	3	0	4	1	0	1	4	2	0	0	0	0	3	0	4	1	5	0	2	0	4	0	2	2	4	2	2	0	1	0	1	0	0	0	3	0	4	1
DNA_photolyase	70	2	1	0	1	1	4	0	1	0	11	0	1	9	0	0	3	0	0	0	2	1	0	3	0	2	1	2	0	1	0	3	3	1	1	0	0	0	0	2	1	5	1	4	1	2	0
Nramp	70	1	1	3	0	0	7	1	2	1	4	2	0	5	0	2	1	0	0	0	2	3	1	2	1	1	0	2	0	4	0	4	1	5	3	1	0	0	0	2	1	1	0	3	0	1	2
zf-HIT	70	0	3	2	0	0	0	1	1	1	2	1	0	2	2	6	4	0	0	0	2	3	0	3	1	4	0	2	0	4	0	4	2	1	2	3	0	1	3	1	1	2	1	2	0	0	3
RFX_DNA_binding	70	38	1	1	0	0	2	0	1	3	0	0	1	0	0	0	2	0	0	0	1	4	0	3	0	0	0	1	1	1	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	1	1
Lig_chan	70	0	0	0	0	0	0	1	0	4	0	0	0	5	0	0	36	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
UvrD-helicase	69	2	2	3	0	0	2	0	5	2	2	1	0	7	1	0	1	0	0	1	3	0	0	2	1	1	0	3	0	1	0	1	2	3	3	4	0	1	1	2	1	2	1	2	2	0	4
ATP_bind_3	69	5	3	1	0	0	2	1	2	0	3	1	0	3	1	3	1	0	1	1	1	1	1	4	0	2	1	3	1	1	0	3	2	1	1	2	0	1	0	4	4	3	0	1	1	1	2
TIR_2	69	0	0	0	0	0	0	0	0	5	0	0	0	9	0	1	9	0	0	0	0	10	0	9	0	0	0	0	0	0	0	20	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
MADF_DNA_bdg	69	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	57	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1679	69	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	54	0	0	0	0	3	0	2	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
GCV_T	69	2	3	0	0	0	3	2	2	4	2	2	1	2	1	2	4	0	0	0	3	4	2	0	0	2	0	2	0	2	0	2	2	3	1	2	0	0	0	2	2	4	0	2	0	2	2
TauE	69	5	0	0	0	0	0	0	0	0	11	0	0	9	0	2	0	2	0	0	2	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	6	12	1	0	0	0	0
PAPS_reduct	69	0	2	2	0	0	0	2	2	3	2	2	0	3	0	2	4	0	0	0	3	2	1	1	0	3	0	3	0	3	0	3	1	4	2	2	0	1	0	3	1	4	0	2	0	3	3
Glu_synthase	69	2	6	1	0	0	4	2	3	1	2	4	0	2	1	1	1	0	0	0	5	1	1	1	0	2	0	3	0	2	0	1	0	4	2	1	0	0	1	4	0	3	0	3	0	2	3
Gp_dh_C	69	1	3	1	0	0	2	1	2	0	3	2	1	3	0	1	3	1	1	1	3	1	1	1	1	2	1	1	1	3	0	3	1	4	3	2	2	0	0	1	2	5	0	2	1	1	1
TFIIS_M	69	2	2	1	2	0	4	2	2	1	2	1	0	4	0	2	3	1	1	1	2	3	1	1	0	2	1	2	1	1	0	3	1	2	2	2	0	0	0	2	2	2	0	3	1	1	3
DUF1212	69	3	5	1	0	2	6	3	3	0	0	3	0	0	0	3	0	0	0	0	4	0	5	0	0	5	0	1	0	5	1	0	1	7	2	2	1	0	0	1	0	0	0	1	0	3	1
NAD_synthase	69	0	2	2	0	1	4	1	2	4	2	2	0	1	1	2	3	0	0	0	2	3	2	1	0	2	0	2	0	2	0	4	1	2	2	1	1	1	1	2	3	3	1	2	0	2	2
GFA	69	1	15	0	0	0	0	0	11	2	0	3	0	0	0	3	0	0	0	0	9	1	0	0	0	0	0	8	0	1	0	2	0	1	0	1	1	0	0	6	0	1	0	3	0	0	0
DUF500	68	0	3	1	0	0	2	2	2	0	0	3	0	5	2	0	0	0	0	0	1	0	2	1	3	3	0	3	0	4	0	8	1	4	2	1	0	1	1	3	0	3	0	4	0	2	1
CobW_C	68	5	2	0	0	0	4	1	0	0	2	2	1	13	0	3	0	1	0	0	1	1	1	4	0	1	0	0	0	3	0	3	2	1	1	1	0	1	0	0	0	7	2	1	0	3	1
DUF21	68	3	1	1	0	1	2	1	3	2	4	2	0	5	1	1	1	0	0	0	3	3	1	2	2	2	0	1	0	4	0	3	1	4	1	1	1	0	0	1	2	4	0	2	0	1	1
SKI	68	2	6	2	0	0	2	3	2	0	2	2	0	3	1	1	0	0	1	0	2	1	2	2	0	2	1	5	1	2	0	1	1	2	1	2	2	1	0	3	1	1	1	2	0	2	3
AARP2CN	68	1	2	2	0	0	4	2	2	1	2	2	0	2	1	2	2	0	1	1	2	2	2	2	0	2	1	2	1	0	0	2	2	3	2	2	0	1	1	2	2	2	1	2	1	2	2
Gar1	68	1	2	2	0	0	4	2	2	2	2	2	0	2	0	3	2	1	1	1	1	2	0	1	0	2	1	2	1	1	0	2	2	3	2	2	1	2	0	2	2	3	0	2	1	2	2
Peptidase_M36	68	0	1	0	0	1	4	37	9	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	1	1	0	3	1	0	0	1	1	0	0	0	1	0	1	0	0	0
ApbA_C	68	3	6	4	0	0	0	2	2	0	1	3	0	1	0	1	0	0	0	0	4	0	0	0	0	2	0	5	0	3	1	1	0	3	4	3	0	1	0	6	1	1	0	3	0	4	3
Bax1-I	68	1	2	0	0	0	1	0	2	5	2	1	0	2	0	4	8	0	0	0	4	7	1	2	0	0	0	2	0	3	0	1	1	2	1	1	0	2	1	2	4	1	0	2	0	2	1
EPL1	68	1	2	2	0	4	3	2	3	3	1	2	1	2	0	2	3	0	0	0	2	1	2	3	1	2	0	2	1	3	0	1	2	3	2	1	1	1	0	2	1	1	0	2	0	2	1
HSA	68	2	3	2	0	0	4	2	2	2	2	3	0	1	1	1	2	0	0	0	3	2	2	1	2	2	0	1	0	2	0	3	1	4	2	2	1	1	0	2	0	1	0	3	0	2	4
RNA_POL_M_15KD	68	1	3	3	1	1	0	0	3	3	1	2	0	1	1	2	2	0	2	1	2	1	1	1	1	3	1	3	1	2	0	2	2	0	3	3	1	1	0	1	2	1	0	3	1	2	3
Peptidase_M22	68	1	2	2	1	1	2	1	2	1	2	2	0	4	0	2	2	1	1	1	1	2	1	2	0	3	1	3	1	1	0	3	1	2	2	2	0	0	0	2	4	2	0	2	1	2	2
DUF2404	68	4	2	1	0	0	4	2	1	1	0	2	0	1	1	3	1	0	0	0	1	1	1	0	2	4	1	2	1	6	1	0	4	9	2	1	1	0	0	2	0	0	0	2	0	1	3
SAPS	67	6	1	2	0	0	4	2	1	2	0	1	0	2	0	5	3	0	0	0	1	2	2	2	0	4	0	2	0	2	0	4	2	4	4	1	0	0	0	1	1	1	2	1	0	1	1
Peptidase_M17	67	2	0	0	0	0	2	2	1	3	2	0	0	3	1	1	10	1	1	1	3	7	1	3	0	2	1	0	1	2	2	2	1	3	0	1	0	1	0	0	1	2	0	1	2	1	0
WH2	67	9	2	1	0	0	4	2	1	1	0	1	1	0	0	10	5	0	0	0	2	2	0	3	0	3	0	1	0	0	1	1	1	1	2	2	0	0	3	1	0	0	1	3	0	1	2
Pyridox_oxidase	67	2	2	2	0	0	2	2	2	1	3	2	0	4	1	1	3	0	0	0	5	1	2	2	0	4	0	3	0	3	0	0	1	1	3	2	1	1	0	3	0	1	0	2	0	2	3
Neur_chan_LBD	67	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	23	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SQS_PSY	67	2	2	1	0	0	2	2	2	0	3	2	0	3	1	2	1	0	0	0	2	0	2	2	1	4	0	3	0	5	0	1	0	5	1	1	0	0	1	3	0	5	1	3	0	2	2
S-methyl_trans	67	5	2	2	0	0	0	0	2	9	2	2	0	5	0	1	2	0	0	0	2	8	0	1	1	1	0	1	0	2	0	4	0	2	3	1	0	0	1	1	3	1	0	1	0	1	1
Lon_C	67	2	2	2	0	0	9	2	2	3	1	1	0	2	0	2	1	0	0	0	2	2	2	1	0	2	0	2	0	3	0	3	1	6	1	1	0	1	0	2	2	2	0	2	0	1	2
